cumulative_repetitions,mean_snr,sem_snr,delta_absolute,delta_percent
1,7.353247902273199,0.8322337636189382,,
2,8.706347714395664,0.9193981327751641,1.3530998121224647,18.401389836240444
3,10.887567911805302,1.2315686722355947,2.1812201974096386,25.053217134930893
4,10.85403928661446,1.0571068243721777,-0.033528625190841765,-0.307953304745745
5,11.461297923263746,1.246244013241084,0.607258636649286,5.5947709476063645
6,12.427326215140738,1.37455329284079,0.9660282918769916,8.428611648914398
