cum_reps,mean,std,n,sem,delta_abs,delta_pct,paired_t_p,holm_sig,tost_p_lower,tost_p_upper,tost_equivalent,compared_to,f_value,plateau_rule
1,7.353247902273199,5.26350847746004,40,0.8322337636189382,,,,,,,,,,False
2,8.706347714395664,5.814784352150847,40,0.9193981327751641,1.3530998121224647,18.401389836240444,0.02609156081457362,False,0.00273662543624783,0.9499587244816855,False,1.0,5.349561982673023,False
3,10.887567911805302,7.789124198347709,40,1.2315686722355947,2.1812201974096386,25.053217134930893,0.013411917343815376,False,0.0017567761024244578,0.977608960059946,False,2.0,6.7103551424681145,False
4,10.85403928661446,6.685730590247353,40,1.0571068243721777,-0.033528625190841765,-0.307953304745745,0.9602652472457731,False,0.22474036518603058,0.19636570027046313,False,3.0,0.0025142091673694047,True
5,11.461297923263746,7.881939204381732,40,1.246244013241084,0.607258636649286,5.5947709476063645,0.41949294318201,False,0.06519585316606151,0.5343392861660318,False,4.0,0.6657501675930475,False
6,12.427326215140738,8.69343834132263,40,1.37455329284079,0.9660282918769916,8.428611648914398,0.05150468617178174,False,0.001363055744779571,0.7906081550797661,False,5.0,4.035733685078725,False
